d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad
50227,Misiones de Santa Esperanza,Colonia,Toluca,México,
50227,Geovillas de San Mateo,Fraccionamiento,Toluca,México,
50227,Rinconadas del Pilar,Fraccionamiento,Toluca,México,
50227,Paseos de Toluca,Fraccionamiento,Toluca,México,
50227,Villas de Santa Mónica,Fraccionamiento,Toluca,México,
50228,La Perla,Condominio,Toluca,México,
50228,Geo Villas de la Ind,Unidad habitacional,Toluca,México,
50228,La Arboleda IV,Fraccionamiento,Toluca,México,
50228,La Arboleda,Fraccionamiento,Toluca,México,
50228,Geovillas los Cedros,Unidad habitacional,Toluca,México,
50228,Las Fuentes,Condominio,Toluca,México,
50228,Villa de San Andrés,Fraccionamiento,Toluca,México,
50228,Los Sabinos,Fraccionamiento,Toluca,México,
50228,Geo Villas de la Ind. II,Fraccionamiento,Toluca,México,
50228,La Crespa,Barrio,Toluca,México,
50228,La Arboleda V,Fraccionamiento,Toluca,México,
50228,Las Fuentes Ind.,Unidad habitacional,Toluca,México,
50228,Las Fuentes del Ordal,Fraccionamiento,Toluca,México,
50230,Las Misiones,Fraccionamiento,Toluca,México,
50230,Villa Toscana,Fraccionamiento,Toluca,México,
50230,San José Guadalupe Otzacatipan,Pueblo,Toluca,México,
50230,San Nicolás Tolentino,Pueblo,Toluca,México,
50230,San Blas Totoltepec,Colonia,Toluca,México,
50230,San Blas Otzacatipan,Colonia,Toluca,México,
50233,Parque industrial Toluca 2000,Zona industrial,Toluca,México,
50233,Parque industrial Vesta,Zona industrial,Toluca,México,
50235,San Francisco Totoltepec,Pueblo,Toluca,México,
50235,El Cerrillo Vista Hermosa,Colonia,Toluca,México,
50235,Guadalupe Totoltepec,Barrio,Toluca,México,
50235,San Francisco,Colonia,Toluca,México,
50236,La Constitución Totoltepec,Colonia,Toluca,México,
50236,Arroyo Vista Hermosa,Colonia,Toluca,México,
50240,El Carmen Totoltepec,Colonia,Toluca,México,
50240,El Olimpo,Fraccionamiento,Toluca,México,
50240,Prados de Tollocan,Fraccionamiento,Toluca,México,
50240,Los Ahuehuetes,Fraccionamiento,Toluca,México,
50245,Santa María Totoltepec,Pueblo,Toluca,México,
50245,"Jesús García Lovera ""El Pilar""",Colonia,Toluca,México,
50245,Campo Real,Unidad habitacional,Toluca,México,
50245,Los Héroes I,Fraccionamiento,Toluca,México,
50245,Hacienda La Galia,Fraccionamiento,Toluca,México,
50245,María Bonita,Fraccionamiento,Toluca,México,
50245,Sor Juana Inés de la Cruz,Unidad habitacional,Toluca,México,
50245,San Jerónimo,Unidad habitacional,Toluca,México,
50245,San Antonio Abad,Unidad habitacional,Toluca,México,
50245,Campo Real I,Fraccionamiento,Toluca,México,
50245,Campo Real II,Fraccionamiento,Toluca,México,
50245,Campo Real III,Unidad habitacional,Toluca,México,
50245,Las Bugambilias,Unidad habitacional,Toluca,México,
50245,Residencial la Joya,Unidad habitacional,Toluca,México,
50245,La Alameda,Unidad habitacional,Toluca,México,
50246,El Coecillo,Colonia,Toluca,México,
50246,Los Héroes III,Fraccionamiento,Toluca,México,
50246,Los Héroes II,Fraccionamiento,Toluca,México,
50250,Las Palomas,Fraccionamiento,Toluca,México,
50250,San Felipe Tlalmimilolpan,Pueblo,Toluca,México,
50250,Santa Juanita,Ejido,Toluca,México,
50250,La Curva,Colonia,Toluca,México,
50250,La Cañada,Colonia,Toluca,México,
50250,Las Margaritas,Fraccionamiento,Toluca,México,
50250,Rancho de Maya,Colonia,Toluca,México,
50250,La Loma Residencial,Fraccionamiento,Toluca,México,
50253,Jardines de San Pedro,Colonia,Toluca,México,
50253,Dos Ríos,Colonia,Toluca,México,
50253,Los Álamos,Colonia,Toluca,México,
50253,El Calvario,Colonia,Toluca,México,
50253,La Comunidad,Colonia,Toluca,México,
50254,Del Panteón,Barrio,Toluca,México,
50254,Loma Bonita,Colonia,Toluca,México,
50254,Tlala,Colonia,Toluca,México,
50254,La Venta,Barrio,Toluca,México,
50254,El Mogote,Colonia,Toluca,México,
50254,El Frontón,Colonia,Toluca,México,
50254,El Mirador,Colonia,Toluca,México,
50254,Balcones de San Felipe,Fraccionamiento,Toluca,México,
50255,El Refugio,Colonia,Toluca,México,
50255,Santiago Tlacotepec,Colonia,Toluca,México,
50255,San Juan Tilapa Centro,Colonia,Toluca,México,
50255,El Durazno,Colonia,Toluca,México,
50255,Vista Hermosa,Colonia,Toluca,México,
50255,Cristo Rey,Colonia,Toluca,México,
50255,Linda Vista,Colonia,Toluca,México,
50255,Paraje Tlalmimilolpan,Colonia,Toluca,México,
50255,Loma Bonita,Colonia,Toluca,México,
50255,Los Pajaritos,Colonia,Toluca,México,
50255,Santiago Tlacotepec Centro,Colonia,Toluca,México,
50255,El Mirador,Colonia,Toluca,México,
50255,Santa María,Colonia,Toluca,México,
50255,Guadalupe,Colonia,Toluca,México,
50256,Las Palmas,Colonia,Toluca,México,
50256,Agua Bendita,Colonia,Toluca,México,
50256,Las Barranquitas,Colonia,Toluca,México,
50256,El Canal,Colonia,Toluca,México,
50256,El Calvario,Colonia,Toluca,México,
50257,La Joya,Barrio,Toluca,México,
50257,La Joya,Colonia,Toluca,México,
50257,El Cruzado,Colonia,Toluca,México,
50257,Benito Juárez,Colonia,Toluca,México,
50257,Tollocan,Colonia,Toluca,México,
50257,La Joya de Ignacio Esquivel,Colonia,Toluca,México,
50257,Apilulco,Colonia,Toluca,México,
50257,Loma Bonita,Colonia,Toluca,México,
50258,Acuxtitla,Colonia,Toluca,México,
50258,El Chamizal,Colonia,Toluca,México,
50258,Tilapa,Colonia,Toluca,México,
50258,El Mostrante,Colonia,Toluca,México,
50258,La Cruz,Colonia,Toluca,México,
50258,Puxinco,Colonia,Toluca,México,
50258,El Rosario,Colonia,Toluca,México,
50258,Guadalupe,Colonia,Toluca,México,
50258,Rancho Buenavista,Colonia,Toluca,México,
50258,Paraje el Ocote,Colonia,Toluca,México,
50260,Atenea,Fraccionamiento,Toluca,México,
50260,Miramonte,Fraccionamiento,Toluca,México,
50260,La Rivera,Fraccionamiento,Toluca,México,
50260,Paseos del Valle,Fraccionamiento,Toluca,México,
50260,El Pacífico,Colonia,Toluca,México,
50260,La Era,Fraccionamiento,Toluca,México,
50260,Capultitlán Centro,Colonia,Toluca,México,
50260,Villas Fontana,Fraccionamiento,Toluca,México,
50260,Villas Santa Esther,Fraccionamiento,Toluca,México,
50260,Alejandría,Fraccionamiento,Toluca,México,
50263,Los Pinos,Colonia,Toluca,México,
50263,San Juan Apóstol,Barrio,Toluca,México,
50263,De Cristo Rey,Barrio,Toluca,México,
50263,De la Cruz,Barrio,Toluca,México,
50263,La Virgen de Guadalupe,Barrio,Toluca,México,
50263,San Isidro Labrador,Barrio,Toluca,México,
50263,Del Espíritu Santo,Barrio,Toluca,México,
50263,La Santísima Trinidad,Colonia,Toluca,México,
50264,La Soledad,Barrio,Toluca,México,
50264,San José,Barrio,Toluca,México,
50264,San Felipe de Jesús,Barrio,Toluca,México,
50264,San Judas Tadeo,Colonia,Toluca,México,
50264,Las Palmas,Colonia,Toluca,México,
50264,San Pablo,Colonia,Toluca,México,
50265,San Miguel Zacango,Colonia,Toluca,México,
50265,Del Panteón,Barrio,Toluca,México,
50265,Guadalupe,Colonia,Toluca,México,
50265,Sixto Noguez,Colonia,Toluca,México,
50265,La Loma,Colonia,Toluca,México,
50265,Cacalomacán Centro,Colonia,Toluca,México,
50265,La Palma,Colonia,Toluca,México,
50265,La Capilla,Colonia,Toluca,México,
50265,Sagrado Corazón de Jesús,Colonia,Toluca,México,
50265,Tierra Coloradas,Colonia,Toluca,México,
50265,San Pedro,Colonia,Toluca,México,
50265,El Chorrito,Colonia,Toluca,México,
50265,Del Campo,Colonia,Toluca,México,
50265,Las Palomas,Colonia,Toluca,México,
50265,Sor Juana Inés de la Cruz,Colonia,Toluca,México,
50266,San Antonio Buenavista,Pueblo,Toluca,México,
50270,Tecaxic,Pueblo,Toluca,México,
50270,Tepetongo,Barrio,Toluca,México,
50273,San Pablo,Colonia,Toluca,México,
50273,Buenavista,Barrio,Toluca,México,
50274,Tlalnepantla,Barrio,Toluca,México,
50274,Pueblo Nuevo (Serratón),Colonia,Toluca,México,
50274,El Pedregal,Barrio,Toluca,México,
50280,Santiago Tlaxomulco Centro,Colonia,Toluca,México,
50280,Calixtlahuaca,Pueblo,Toluca,México,
50283,El Pozo Blanco,Barrio,Toluca,México,
50283,La Pena,Barrio,Toluca,México,
50283,Los Cipreses,Barrio,Toluca,México,
50284,Los Pocitos,Colonia,Toluca,México,
50284,El Calvario,Colonia,Toluca,México,
50284,Tenojo,Colonia,Toluca,México,
50285,Las Bugambilias,Unidad habitacional,Toluca,México,
50285,San Martín Toltepec,Pueblo,Toluca,México,
50285,La Palma Toltepec,Barrio,Toluca,México,
50285,Palmillas,Barrio,Toluca,México,
50285,Ojo de Agua,Colonia,Toluca,México,
50285,San Marcos Yachihuacaltepec,Colonia,Toluca,México,
50285,Zimbrones,Barrio,Toluca,México,
50285,2 de Marzo,Colonia,Toluca,México,
50285,Junta Local de Caminos,Fraccionamiento,Toluca,México,
50285,San Marcos Yachihuacaltepec,Ejido,Toluca,México,
50285,Lázaro Cárdenas,Colonia,Toluca,México,
50285,San Isidro,Ranchería,Toluca,México,
50285,Paseos San Martín,Conjunto habitacional,Toluca,México,
50285,Almoloya de Juárez,Ejido,Toluca,México,
50286,El Tepetate,Colonia,Toluca,México,
50286,El Calvario,Colonia,Toluca,México,
50286,La Pena,Colonia,Toluca,México,
50290,Ejido Santa Cruz Atzcapotzaltongo,Colonia,Toluca,México,
50290,La Vega,Fraccionamiento,Toluca,México,
50290,San Pablo Autopan,Pueblo,Toluca,México,
50290,Jicaltepec Autopan,Barrio,Toluca,México,
50290,Bordo Nuevo,Ejido,Toluca,México,
50290,El Cerro del Perico,Ejido,Toluca,México,
50290,De Jesús 1da. Sección,Barrio,Toluca,México,
50290,Contracaja,Barrio,Toluca,México,
50290,De Jesús 2da. Sección,Barrio,Toluca,México,
50290,Del Pozo,Barrio,Toluca,México,
50290,El Cerrito,Colonia,Toluca,México,
50290,Tejocote,Colonia,Toluca,México,
50290,Alcaltunco,Colonia,Toluca,México,
50290,Tanamato,Colonia,Toluca,México,
50290,Chupascliya,Colonia,Toluca,México,
50290,Chichipicas,Colonia,Toluca,México,
50290,Santa Cruz Atzcapotzaltongo,Colonia,Toluca,México,
50290,La Granja,Barrio,Toluca,México,
50290,Villas los Ángeles,Unidad habitacional,Toluca,México,
50293,Parque industrial Toluca,Zona industrial,Toluca,México,
50294,De Jesús 3a. Sección,Barrio,Toluca,México,
50294,De Santa Cruz,Barrio,Toluca,México,
50294,De Pueblo Nuevo,Barrio,Toluca,México,
50294,De Santa María,Barrio,Toluca,México,
50294,Tlachaloya,Colonia,Toluca,México,
50295,Parque Industrial San Cayetano,Zona industrial,Toluca,México,
50295,San Cayetano Morelos,Pueblo,Toluca,México,
50295,Tlachaloya,Pueblo,Toluca,México,
50295,San Carlos,Barrio,Toluca,México,
50295,San Carlos Autopan,Colonia,Toluca,México,
50295,San José la Costa,Ejido,Toluca,México,
50295,Sebastián Lerdo de Tejada,Colonia,Toluca,México,
50295,Tlachaloya 2a Sección Centro,Colonia,Toluca,México,
50295,Aviación Autopan,Colonia,Toluca,México,
50295,Balbuena,Barrio,Toluca,México,
50295,San Diego,Fraccionamiento,Toluca,México,
50295,Real de San Pablo,Fraccionamiento,Toluca,México,
50295,Galaxia Toluca,Fraccionamiento,Toluca,México,
50295,Cerrillo Piedras Blancas,Colonia,Toluca,México,
50295,Las Jaras San Nicolás,Colonia,Toluca,México,
50295,La Trinidad,Colonia,Toluca,México,
50295,Julián Escalante,Colonia,Toluca,México,
50295,Del Tejocote,Barrio,Toluca,México,
50295,San Mateo,Colonia,Toluca,México,
50295,San José Buenavista,Barrio,Toluca,México,
50295,Xicaltepec,Ejido,Toluca,México,
50300,Villa de Acambay de Ruíz Castañeda Centro,Colonia,Acambay de Ruíz Castañeda,México,
50300,El Triángulo,Colonia,Acambay de Ruíz Castañeda,México,
50300,Peñasco de Dios,Colonia,Acambay de Ruíz Castañeda,México,
50303,Endeje,Pueblo,Acambay de Ruíz Castañeda,México,
50303,Manuel Hinojosa,Fraccionamiento,Acambay de Ruíz Castañeda,México,
50303,Constituyentes,Colonia,Acambay de Ruíz Castañeda,México,
50304,Los Pinos,Colonia,Acambay de Ruíz Castañeda,México,
50305,Independencia,Colonia,Acambay de Ruíz Castañeda,México,
50305,La Camelia,Colonia,Acambay de Ruíz Castañeda,México,
